info/source_line,landmark,location,ltr,note,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/subject,sample/years_on_art,sample/clone,sample/tissue,sample/tissue_url,sample/disease,sample/genbank,environment,info/replicate,info/replicates,source_name
1121,chr19,41541831,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1610,chr19,41556942,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1902,chr19,41557446,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2228,chr19,41566678,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1175,chr19,42112166,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
401,chr19,42224934,5p,,F,AB256377.1,17262715,17262715_Pt.2,,,,,,AB256377,"in vivo",1,1,NCI-RID
752,chr19,42276527,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
442,chr19,42514618,5p,,F,AB256418.1,17262715,17262715_Pt.3,,,,,,AB256418,"in vivo",1,1,NCI-RID
452,chr19,43751842,5p,,R,AB256428.1,17262715,17262715_Pt.3,,,,,,AB256428,"in vivo",1,1,NCI-RID
864,chr19,44148163,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
956,chr19,44609128,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1618,chr19,45613518,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1618,chr19,45613518,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1451,chr19,45664732,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1026,chr19,45849354,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2211,chr19,46583776,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
377,chr19,46586758,5p,,F,AB256353.1,17262715,17262715_Pt.2,,,,,,AB256353,"in vivo",1,1,NCI-RID
540,chr19,46887992,5p,,F,AD-4_AY255022.1,12843741,"12843741_Case #4",,AD-4,"frontal cortex",,"AIDS dementia",,"in vivo",1,1,NCI-RID
2134,chr19,46913381,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
524,chr19,46960570,5p,,R,AB256500.1,17262715,17262715_Pt.4,,,,,,AB256500,"in vivo",1,1,NCI-RID
842,chr19,47100443,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1095,chr19,47100443,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
618,chr19,47152730,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
567,chr19,47156481,5p,,F,AL-16_AY253280.1,12843741,"12843741_Case #2",,AL-16,"lymph node",,lymphoma,,"in vivo",1,1,NCI-RID
2267,chr19,47174245,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
290,chr19,47197101,5p,,R,AB256266.1,17262715,17262715_Pt.2,,,,,,AB256266,"in vivo",1,1,NCI-RID
202,chr19,47197921,5p,,F,AB256178.1,17262715,17262715_Pt.1,,,,,,AB256178,"in vivo",1,1,NCI-RID
890,chr19,47278323,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
2263,chr19,48247806,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1313,chr19,48798297,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1408,chr19,48920523,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
558,chr19,49481021,5p,,F,AL-7_AY253274.1,12843741,"12843741_Case #1",,AL-7,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
292,chr19,49483148,5p,,F,AB256268.1,17262715,17262715_Pt.2,,,,,,AB256268,"in vivo",1,1,NCI-RID
405,chr19,49498238,5p,,R,AB256381.1,17262715,17262715_Pt.2,,,,,,AB256381,"in vivo",1,1,NCI-RID
657,chr19,49575798,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1133,chr19,49575799,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2138,chr19,49578061,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1329,chr19,49600080,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
856,chr19,49623623,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1153,chr19,49754137,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2193,chr19,49758897,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
897,chr19,49823385,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1573,chr19,49824662,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
2324,chr19,49887461,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
68,chr19,49996967,5p,,F,152,15163705,15163705_152,,,,,,,"in vivo",1,1,NCI-RID
1192,chr19,52331906,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1159,chr19,52686079,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1634,chr19,52688592,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1664,chr19,52853174,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
559,chr19,53536606,5p,,R,AL-8_AY253275.1,12843741,"12843741_Case #1",,AL-8,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
2250,chr19,54197514,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
338,chr19,55051795,5p,,R,AB256314.1,17262715,17262715_Pt.2,,,,,,AB256314,"in vivo",1,1,NCI-RID
373,chr19,55650457,5p,,F,AB256349.1,17262715,17262715_Pt.2,,,,,,AB256349,"in vivo",1,1,NCI-RID
2054,chr19,55658423,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
684,chr19,56143716,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
69,chr19,56576135,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
1673,chr19,57756147,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1867,chr19,57781058,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,2,NCI-RID
1867,chr19,57781058,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,2,NCI-RID
327,chr19,57877754,5p,,F,AB256303.1,17262715,17262715_Pt.2,,,,,,AB256303,"in vivo",1,1,NCI-RID
1302,chr19,58197194,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
994,chr2,9734783,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,4,NCI-RID
994,chr2,9734783,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,4,NCI-RID
994,chr2,9734783,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,4,NCI-RID
994,chr2,9734783,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,4,NCI-RID
1157,chr2,10529272,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
592,chr2,14764560,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2004,chr2,20255768,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
172,chr2,24727125,5p,,R,AB256148.1,17262715,17262715_Pt.1,,,,,,AB256148,"in vivo",1,1,NCI-RID
1247,chr2,27857617,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1027,chr2,27953389,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
11,chr2,28246375,5p,,F,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
1076,chr2,28297184,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1187,chr2,28623892,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1306,chr2,32093668,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1306,chr2,32093668,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2272,chr2,32225104,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
193,chr2,32462072,5p,,R,AB256169.1,17262715,17262715_Pt.1,,,,,,AB256169,"in vivo",1,1,NCI-RID
2327,chr2,37148094,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1469,chr2,38657586,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
547,chr2,38769230,5p,,F,AD-11_AY255029.1,12843741,"12843741_Case #4",,AD-11,meninges,,"AIDS dementia",,"in vivo",1,1,NCI-RID
1999,chr2,39336123,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1784,chr2,42274927,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1784,chr2,42274927,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1083,chr2,43515726,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
639,chr2,43584588,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1452,chr2,54591517,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
751,chr2,54593551,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2189,chr2,61517213,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
965,chr2,64023954,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
246,chr2,64092873,5p,,F,AB256222.1,17262715,17262715_Pt.1,,,,,,AB256222,"in vivo",1,1,NCI-RID
1836,chr2,64100490,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1290,chr2,64112940,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
800,chr2,64202986,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1597,chr2,65101054,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1393,chr2,68192848,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
696,chr2,68452604,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1211,chr2,69374262,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
437,chr2,69418791,5p,,F,AB256413.1,17262715,17262715_Pt.3,,,,,,AB256413,"in vivo",1,1,NCI-RID
318,chr2,69559520,5p,,R,AB256294.1,17262715,17262715_Pt.2,,,,,,AB256294,"in vivo",1,1,NCI-RID
1158,chr2,69561992,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
843,chr2,69593866,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1512,chr2,69758383,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1512,chr2,69758383,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",5,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",6,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",7,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",8,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",9,10,NCI-RID
1249,chr2,70099717,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",10,10,NCI-RID
789,chr2,70210244,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1163,chr2,70228834,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2227,chr2,70287075,5p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1341,chr2,84655316,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1772,chr2,85871369,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1210,chr2,86181745,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
404,chr2,86486667,5p,,R,AB256380.1,17262715,17262715_Pt.2,,,,,,AB256380,"in vivo",1,1,NCI-RID
1529,chr2,87014180,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
270,chr2,95951397,5p,,F,AB256246.1,17262715,17262715_Pt.1,,,,,,AB256246,"in vivo",1,1,NCI-RID
1241,chr2,98655391,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1874,chr2,102290723,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1629,chr2,106182599,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2011,chr2,112651614,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
406,chr2,112678964,5p,,R,AB256382.1,17262715,17262715_Pt.2,,,,,,AB256382,"in vivo",1,1,NCI-RID
466,chr2,119717632,5p,,R,AB256442.1,17262715,17262715_Pt.3,,,,,,AB256442,"in vivo",1,1,NCI-RID
1579,chr2,119880135,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
530,chr2,123404549,5p,,F,AB256506.1,17262715,17262715_Pt.4,,,,,,AB256506,"in vivo",1,1,NCI-RID
1473,chr2,127496190,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
683,chr2,127522259,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,2,NCI-RID
683,chr2,127522259,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",2,2,NCI-RID
557,chr2,127844442,5p,,F,AL-6_AY253272.1,12843741,"12843741_Case #1",,AL-6,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
96,chr2,132262053,5p,,F,AB256070.1,17262715,17262715_Pt.1,,,,,,AB256070,"in vivo",1,1,NCI-RID
1474,chr2,134288467,5p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1720,chr2,135967431,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1591,chr2,146505559,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2301,chr2,148780924,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1460,chr2,157673404,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
645,chr2,158513990,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1301,chr2,158513990,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,4,NCI-RID
1301,chr2,158513990,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,4,NCI-RID
1301,chr2,158513990,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",3,4,NCI-RID
1301,chr2,158513990,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",4,4,NCI-RID
1798,chr2,158513990,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
2170,chr2,160478404,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1782,chr2,160478405,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
325,chr2,160543836,5p,,F,AB256301.1,17262715,17262715_Pt.2,,,,,,AB256301,"in vivo",1,1,NCI-RID
1199,chr2,161187826,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1462,chr2,169090660,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
346,chr2,170954619,5p,,R,AB256322.1,17262715,17262715_Pt.2,,,,,,AB256322,"in vivo",1,1,NCI-RID
847,chr2,171222037,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1285,chr2,173923628,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2167,chr2,173941224,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1674,chr2,175982310,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
2305,chr2,181185886,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
580,chr2,191643852,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
1950,chr2,191685173,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1326,chr2,196141896,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
754,chr2,197219772,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1655,chr2,203448309,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,2,NCI-RID
1655,chr2,203448309,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",2,2,NCI-RID
1728,chr2,203666379,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1864,chr2,205054920,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1300,chr2,207570968,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2286,chr2,207576810,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1312,chr2,207724881,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2279,chr2,209658032,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1733,chr2,213113781,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1830,chr2,213123766,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1871,chr2,218236817,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
667,chr2,218687540,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1309,chr2,219179492,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
392,chr2,224904259,5p,,F,AB256368.1,17262715,17262715_Pt.2,,,,,,AB256368,"in vivo",1,1,NCI-RID
303,chr2,231512079,5p,,R,AB256279.1,17262715,17262715_Pt.2,,,,,,AB256279,"in vivo",1,1,NCI-RID
553,chr2,232170144,5p,,R,AL-2_AY255011.1,12843741,"12843741_Case #1",,AL-2,"lymph node",,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
1025,chr2,234015140,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
87,chr2,234451253,5p,,R,AB256060.1,17262715,17262715_Pt.1,,,,,,AB256060,"in vivo",1,1,NCI-RID
12,chr2,240712417,5p,,,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
925,chr2,241325933,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1577,chr2,241338235,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
854,chr2,241375685,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
475,chr2,241405071,5p,,R,AB256451.1,17262715,17262715_Pt.3,,,,,,AB256451,"in vivo",1,1,NCI-RID
1456,chr2,241712624,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
626,chr20,3980503,3p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1092,chr20,4049319,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2331,chr20,5581537,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1264,chr20,5582617,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
734,chr20,21365122,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
248,chr20,24318578,5p,,R,AB256224.1,17262715,17262715_Pt.1,,,,,,AB256224,"in vivo",1,1,NCI-RID
1926,chr20,31592512,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
433,chr20,32305030,5p,,F,AB256409.1,17262715,17262715_Pt.3,,,,,,AB256409,"in vivo",1,1,NCI-RID
1917,chr20,32403367,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1237,chr20,32836718,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
989,chr20,34354493,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
78,chr20,34470911,5p,,F,AB256051.1,17262715,17262715_Pt.1,,,,,,AB256051,"in vivo",1,1,NCI-RID
906,chr20,35646544,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
429,chr20,35662267,5p,,R,AB256405.1,17262715,17262715_Pt.3,,,,,,AB256405,"in vivo",1,1,NCI-RID
1196,chr20,35707904,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
491,chr20,35709790,5p,,R,AB256467.1,17262715,17262715_Pt.3,,,,,,AB256467,"in vivo",1,1,NCI-RID
1245,chr20,36880961,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
395,chr20,37082071,5p,,F,AB256371.1,17262715,17262715_Pt.2,,,,,,AB256371,"in vivo",1,1,NCI-RID
2290,chr20,38536798,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2159,chr20,38539337,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2159,chr20,38539337,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
398,chr20,41034875,5p,,F,AB256374.1,17262715,17262715_Pt.2,,,,,,AB256374,"in vivo",1,1,NCI-RID
422,chr20,41034875,5p,,F,AB256398.1,17262715,17262715_Pt.2,,,,,,AB256398,"in vivo",1,1,NCI-RID
2126,chr20,41076011,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
538,chr20,41109099,5p,,F,AD-2_AY255020.1,12843741,"12843741_Case #4",,AD-2,"frontal cortex",,"AIDS dementia",,"in vivo",1,1,NCI-RID
1805,chr20,41262730,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1948,chr20,44932453,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,7,NCI-RID
