info/source_line,landmark,location,ltr,note,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/subject,sample/years_on_art,sample/clone,sample/tissue,sample/tissue_url,sample/disease,sample/genbank,environment,info/replicate,info/replicates,source_name
277,chr19,10732517,5p,,F,AB256253.1,17262715,17262715_Pt.2,,,,,,AB256253,"in vivo",1,1,NCI-RID
1551,chr19,10772543,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2039,chr19,10772549,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1859,chr19,10780173,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1248,chr19,10838392,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
993,chr19,10885392,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1480,chr19,11021283,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1703,chr19,11084561,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2330,chr19,11230741,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2044,chr19,11836334,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
823,chr19,12278194,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
2072,chr19,12286745,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1886,chr19,13270571,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
588,chr19,13275516,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2076,chr19,13275517,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1428,chr19,13280014,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1517,chr19,13283554,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1520,chr19,15522056,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
478,chr19,15571703,5p,,F,AB256454.1,17262715,17262715_Pt.3,,,,,,AB256454,"in vivo",1,1,NCI-RID
1198,chr19,15572383,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1298,chr19,15644391,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
730,chr19,16500351,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
730,chr19,16500351,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1972,chr19,16510791,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1851,chr19,16547883,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1785,chr19,17199822,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
607,chr19,17308365,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
304,chr19,17669191,5p,,R,AB256280.1,17262715,17262715_Pt.2,,,,,,AB256280,"in vivo",1,1,NCI-RID
608,chr19,17875948,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
65,chr19,17939839,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
2288,chr19,18179986,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1358,chr19,18268514,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
873,chr19,18268520,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1061,chr19,18386497,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1396,chr19,18386503,3p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
279,chr19,18610072,5p,,F,AB256255.1,17262715,17262715_Pt.2,,,,,,AB256255,"in vivo",1,1,NCI-RID
792,chr19,19400794,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2249,chr19,19400800,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
2249,chr19,19400800,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2139,chr19,19485664,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
651,chr19,19544918,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1688,chr19,19544924,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
722,chr19,19546809,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2166,chr19,19555089,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
85,chr19,20220649,5p,,F,AB256058.1,17262715,17262715_Pt.1,,,,,,AB256058,"in vivo",1,1,NCI-RID
1636,chr19,21480727,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
397,chr19,21500143,5p,,F,AB256373.1,17262715,17262715_Pt.2,,,,,,AB256373,"in vivo",1,1,NCI-RID
1179,chr19,22026326,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
375,chr19,23968167,5p,,F,AB256351.1,17262715,17262715_Pt.2,,,,,,AB256351,"in vivo",1,1,NCI-RID
450,chr19,30323126,5p,,F,AB256426.1,17262715,17262715_Pt.3,,,,,,AB256426,"in vivo",1,1,NCI-RID
1535,chr19,30450412,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
905,chr19,30461558,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1793,chr19,30519876,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1057,chr19,34676069,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1059,chr19,34721505,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
786,chr19,34721511,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,2,NCI-RID
786,chr19,34721511,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,2,NCI-RID
66,chr19,34843246,5p,,F,22,15163705,15163705_22,,,,,,,"in vivo",1,1,NCI-RID
1651,chr19,34942291,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2253,chr19,35485593,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2128,chr19,35640612,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1767,chr19,36141877,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
67,chr19,36197331,5p,,,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
357,chr19,36421168,5p,,R,AB256333.1,17262715,17262715_Pt.2,,,,,,AB256333,"in vivo",1,1,NCI-RID
2165,chr19,36503869,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1458,chr19,36570533,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1260,chr19,36570534,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
629,chr19,36896166,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1768,chr19,37820602,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1598,chr19,37871218,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1369,chr19,38090178,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1541,chr19,38135869,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
937,chr19,38194593,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1482,chr19,38243622,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
456,chr19,39848997,5p,,R,AB256432.1,17262715,17262715_Pt.3,,,,,,AB256432,"in vivo",1,1,NCI-RID
1574,chr19,39851185,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1574,chr19,39851185,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2042,chr19,39878352,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1254,chr19,39952561,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1984,chr19,40155449,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1695,chr19,40468638,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
171,chr19,40799413,5p,,F,AB256147.1,17262715,17262715_Pt.1,,,,,,AB256147,"in vivo",1,1,NCI-RID
1559,chr19,40845559,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1627,chr19,41796530,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
274,chr19,42040607,5p,,R,AB256250.1,17262715,17262715_Pt.2,,,,,,AB256250,"in vivo",1,1,NCI-RID
1121,chr19,42048193,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1610,chr19,42063312,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1902,chr19,42063816,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2228,chr19,42073036,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1175,chr19,42616318,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
401,chr19,42729086,5p,,F,AB256377.1,17262715,17262715_Pt.2,,,,,,AB256377,"in vivo",1,1,NCI-RID
752,chr19,42780679,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
442,chr19,43018770,5p,,F,AB256418.1,17262715,17262715_Pt.3,,,,,,AB256418,"in vivo",1,1,NCI-RID
452,chr19,44255994,5p,,R,AB256428.1,17262715,17262715_Pt.3,,,,,,AB256428,"in vivo",1,1,NCI-RID
864,chr19,44652316,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
956,chr19,45112446,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1618,chr19,46116776,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1618,chr19,46116776,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1451,chr19,46167990,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1026,chr19,46352612,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2211,chr19,47087033,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
377,chr19,47090015,5p,,F,AB256353.1,17262715,17262715_Pt.2,,,,,,AB256353,"in vivo",1,1,NCI-RID
540,chr19,47391249,5p,,F,AD-4_AY255022.1,12843741,"12843741_Case #4",,AD-4,"frontal cortex",,"AIDS dementia",,"in vivo",1,1,NCI-RID
2134,chr19,47416638,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
524,chr19,47463827,5p,,R,AB256500.1,17262715,17262715_Pt.4,,,,,,AB256500,"in vivo",1,1,NCI-RID
842,chr19,47603700,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1095,chr19,47603700,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1006,chr19,47603706,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2141,chr19,47603706,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
618,chr19,47655987,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
567,chr19,47659738,5p,,F,AL-16_AY253280.1,12843741,"12843741_Case #2",,AL-16,"lymph node",,lymphoma,,"in vivo",1,1,NCI-RID
2267,chr19,47677502,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
290,chr19,47700358,5p,,R,AB256266.1,17262715,17262715_Pt.2,,,,,,AB256266,"in vivo",1,1,NCI-RID
202,chr19,47701178,5p,,F,AB256178.1,17262715,17262715_Pt.1,,,,,,AB256178,"in vivo",1,1,NCI-RID
890,chr19,47781580,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
2263,chr19,48751063,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1313,chr19,49301554,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1408,chr19,49423780,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
558,chr19,49984278,5p,,F,AL-7_AY253274.1,12843741,"12843741_Case #1",,AL-7,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
292,chr19,49986405,5p,,F,AB256268.1,17262715,17262715_Pt.2,,,,,,AB256268,"in vivo",1,1,NCI-RID
405,chr19,50001495,5p,,R,AB256381.1,17262715,17262715_Pt.2,,,,,,AB256381,"in vivo",1,1,NCI-RID
657,chr19,50079055,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1133,chr19,50079056,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2138,chr19,50081318,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1329,chr19,50103337,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
856,chr19,50126880,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1153,chr19,50257394,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2193,chr19,50262154,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1402,chr19,50262160,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
897,chr19,50326642,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1573,chr19,50327919,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
2324,chr19,50390718,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
68,chr19,50500224,5p,,F,152,15163705,15163705_152,,,,,,,"in vivo",1,1,NCI-RID
1192,chr19,52835159,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1159,chr19,53189332,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1634,chr19,53191845,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1664,chr19,53356427,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
559,chr19,54039860,5p,,R,AL-8_AY253275.1,12843741,"12843741_Case #1",,AL-8,spleen,,"angioimmunoblastic lymphadenopathy (AILD)",,"in vivo",1,1,NCI-RID
2250,chr19,54701378,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
338,chr19,55563163,5p,,R,AB256314.1,17262715,17262715_Pt.2,,,,,,AB256314,"in vivo",1,1,NCI-RID
373,chr19,56161823,5p,,F,AB256349.1,17262715,17262715_Pt.2,,,,,,AB256349,"in vivo",1,1,NCI-RID
2054,chr19,56169789,3p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
684,chr19,56655085,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
69,chr19,57087503,5p,,R,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
1673,chr19,58267515,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1867,chr19,58292426,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,2,NCI-RID
1867,chr19,58292426,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,2,NCI-RID
327,chr19,58389122,5p,,F,AB256303.1,17262715,17262715_Pt.2,,,,,,AB256303,"in vivo",1,1,NCI-RID
1302,chr19,58708561,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
994,chr2,9874912,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,4,NCI-RID
994,chr2,9874912,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,4,NCI-RID
994,chr2,9874912,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,4,NCI-RID
994,chr2,9874912,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,4,NCI-RID
1157,chr2,10669398,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
592,chr2,14904684,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2004,chr2,20455529,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
172,chr2,24949994,5p,,R,AB256148.1,17262715,17262715_Pt.1,,,,,,AB256148,"in vivo",1,1,NCI-RID
1247,chr2,28080484,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2220,chr2,28080490,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1027,chr2,28176256,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
11,chr2,28469242,5p,,F,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
1076,chr2,28520051,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1187,chr2,28846759,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1306,chr2,32318737,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1306,chr2,32318737,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1253,chr2,32318743,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2272,chr2,32450173,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
193,chr2,32687140,5p,,R,AB256169.1,17262715,17262715_Pt.1,,,,,,AB256169,"in vivo",1,1,NCI-RID
2327,chr2,37375237,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1469,chr2,38884728,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
547,chr2,38996372,5p,,F,AD-11_AY255029.1,12843741,"12843741_Case #4",,AD-11,meninges,,"AIDS dementia",,"in vivo",1,1,NCI-RID
1999,chr2,39563264,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1784,chr2,42502067,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1784,chr2,42502067,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1083,chr2,43742865,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
639,chr2,43811727,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1452,chr2,54818654,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
751,chr2,54820688,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2189,chr2,61744348,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
965,chr2,64251088,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
246,chr2,64320007,5p,,F,AB256222.1,17262715,17262715_Pt.1,,,,,,AB256222,"in vivo",1,1,NCI-RID
1836,chr2,64327624,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1290,chr2,64340074,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
800,chr2,64430120,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1597,chr2,65328188,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1393,chr2,68419980,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
696,chr2,68679736,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1211,chr2,69601394,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
437,chr2,69645923,5p,,F,AB256413.1,17262715,17262715_Pt.3,,,,,,AB256413,"in vivo",1,1,NCI-RID
318,chr2,69786652,5p,,R,AB256294.1,17262715,17262715_Pt.2,,,,,,AB256294,"in vivo",1,1,NCI-RID
1158,chr2,69789124,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
843,chr2,69820998,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1512,chr2,69985515,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1512,chr2,69985515,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",5,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",6,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",7,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",8,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",9,10,NCI-RID
1249,chr2,70326849,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",10,10,NCI-RID
1360,chr2,70326855,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,3,NCI-RID
1360,chr2,70326855,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,3,NCI-RID
1360,chr2,70326855,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,3,NCI-RID
789,chr2,70437376,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
2261,chr2,70437382,3p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1163,chr2,70455966,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2227,chr2,70514207,5p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1341,chr2,84882440,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1772,chr2,86098492,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1210,chr2,86408868,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
